Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
magtech magnesium,72,72,1000,12,4.73,https://example.com/info/magtech-magnesium-lemonade-benefits-recipes-faqs.html,0,0.0,0.0,1.0,98100,"[67,55,76,76,76,100,76,100,76,76,100,100]",2023-09-07,"Knowledge panel, Reviews, Video, Image, People also ask, Indented, Related products, Related searches","informational, transactional",Organic
bang caffeine,98,98,1600,23,1.54,https://example.com/how-much-caffeine-is-in-a-bang-protein-shake-nao-medical/,0,0.0,0.0,0.02,7220000,"[65,55,65,24,34,55,55,55,44,44,44,82]",2023-09-04,"Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, FAQ, Recipes, Popular products, Related searches","commercial, informational",Organic
femoral endarterectomy,41,41,1900,27,2.02,https://example.com/info/how-long-does-a-femoral-endarterectomy-procedure-take.html,0,0.0,0.0,0.01,561000,"[66,66,66,100,66,66,100,100,100,79,79,79]",2023-09-05,"Featured snippet, People also ask, Related searches","commercial, informational",Organic
wrecked enraged,45,45,1000,7,1.15,https://example.com/info/huge-supplements-wrecked-enraged.html,0,0.0,0.0,1.0,94,"[15,13,3,8,7,8,28,28,24,19,19,24]",2023-09-05,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches","informational, transactional",Organic
candy heart grapes,74,74,1900,19,2.08,https://example.com/blog/candy-heart-grapes-nutrition/,0,0.0,0.0,0.28,16300000,"[43,81,36,5,10,20,29,100,81,36,13,22]",2023-09-05,"Image pack, Reviews, Image, People also ask, Related searches, See results about",informational,Organic
suboxone half life,79,79,1000,27,4.63,https://example.com/info/how-long-is-suboxone-in-system.html,0,0.0,0.0,0.01,262000000,"[55,76,76,76,55,67,100,76,76,100,76,55]",2023-09-06,People also ask,informational,Organic
guinness alcohol percentage,24,24,1000,27,2.53,https://example.com/info/guinness-percentage-alcohol-content.html,0,0.0,0.0,0.0,12400000,"[29,16,20,29,54,20,22,54,10,13,16,22]",2023-09-06,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Recipes, Indented, Related searches",informational,Organic
swallow bugs,96,96,1000,22,5.88,https://example.com/info/bugs-that-look-like-bed-bugs-identifying-common-bed-bug-lookalikes.html,0,0.0,0.0,0.0,8960000,"[65,44,34,16,34,20,11,16,34,20,55,100]",2023-09-05,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches","commercial, informational",Organic
vitamin r,62,62,1000,27,1.11,https://example.com/info/benefits-of-malk-vitamin-r.html,0,0.0,0.0,0.02,1590000000,"[76,67,76,67,67,100,76,100,100,100,76,76]",2023-09-06,"Knowledge panel, Image pack, Reviews, People also ask, Related searches","informational, transactional",Organic
costco gluten free bread,52,52,1600,25,1.01,https://example.com/blog/are-costco-smoothies-gluten-free/,0,0.0,0.0,0.99,9800000,"[84,52,84,84,68,84,84,100,84,100,84,100]",2023-09-05,"Image pack, Reviews, Image, Video Carousel, People also ask, Recipes, Indented, Related searches",informational,Organic
beet gummies,91,91,1900,21,3.73,https://example.com/blog/beet-gummies-for-high-blood-pressure-nao-medical/,0,0.0,0.0,1.0,1330000,"[44,24,44,36,44,52,66,66,100,66,80,80]",2023-09-08,"Reviews, Video, Image, Video Carousel, People also ask, Indented, Related searches","informational, transactional",Organic
kudos granola bars,27,27,1000,25,2.38,https://example.com/blog/what-happened-to-kudos-granola-bars-nutrition-industry/,0,0.0,0.0,0.26,92,"[46,37,46,46,31,84,52,84,52,68,68,84]",2023-09-06,"Knowledge panel, Reviews, Image, People also ask, Recipes, Related searches",informational,Organic
splayed toes,28,28,1000,23,1.38,https://example.com/blog/splayed-toes-rheumatoid-arthritis-nao-medical/,0,0.0,0.0,0.1,1310000,"[4,18,18,100,16,13,5,10,16,10,7,18]",2023-09-07,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
theraflu side effects,36,36,1300,27,3.25,https://example.com/info/can-i-take-nyquil-with-theraflu.html,0,0.0,0.0,0.02,84,"[10,13,27,80,100,44,36,27,16,20,8,8]",2023-09-07,"Sitelinks, Featured snippet, People also ask, Related searches","commercial, informational",Organic
psychiatrist in spanish,39,39,1300,26,2.15,https://example.com/info/find-spanish-speaking-psychiatrist-near-me.html,0,0.0,0.0,0.01,17900000,"[37,68,52,68,68,84,52,68,25,84,84,100]",2023-09-05,"Instant answer, Image pack, Reviews, Video, Indented, Related searches",informational,Organic
is tretinoin retinol,93,93,1600,29,1.62,https://example.com/info/retinol-vs-tretinoin-which-is-more-effective.html,0,0.0,0.0,0.02,3580000,"[13,13,13,16,16,20,16,80,66,100,52,80]",2023-09-07,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
aod 9604 dosage,68,68,1600,19,1.61,https://example.com/info/aod-04-vs-semaglutide-weight-loss-medications-2.html,0,0.0,0.0,0.02,109000,"[34,24,34,44,24,65,55,65,65,65,100,82]",2023-09-08,,informational,Organic
smoothie cubes,71,71,1000,26,1.46,https://example.com/blog/where-to-buy-smoothie-cubes/,0,0.0,0.0,1.0,13700000,"[37,37,31,37,37,100,52,52,46,52,52,68]",2023-09-06,"Sitelinks, Reviews, Video, Image, People also ask, Recipes, Popular products, Related searches, See results about",informational,Organic
protein beer,95,95,1300,20,1.53,https://example.com/mixing-beer-and-protein-shake-health-effects/,0,0.0,0.0,0.79,113000000,"[100,46,68,46,46,68,68,100,84,68,100,84]",2023-09-06,"Instant answer, Knowledge panel, Sitelinks, Reviews, Image, People also ask, Recipes, Related searches",informational,Organic
before and after fupa,76,0,1900,22,2.84,https://example.com/info/how-to-get-rid-of-fupa-with-surgery.html,0,0.0,0.0,0.0,2270000,"[24,34,44,55,65,55,55,55,82,100,82,100]",2023-09-09,"Reviews, People also ask, Indented, Related searches","informational, transactional",Organic
ozempic backorder,61,61,1600,24,4.3,https://example.com/info/ozempic-national-backorder-causes-impact-alternatives.html,0,0.0,0.0,0.21,53900,"[100,44,44,100,100,100,44,13,20,13,24,44]",2023-09-04,"Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
yellow takis,56,51,1000,26,1.54,https://example.com/info/takis-nutrition-facts-and-ingredients.html,0,0.0,0.0,1.0,5660000,"[62,55,55,62,55,55,62,81,62,62,55,55]",2023-09-09,"Image pack, Reviews, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
acetyl l carnitine vs l carnitine,32,32,1000,22,1.36,https://example.com/info/difference-between-l-carnitine-and-acetyl-l-carnitine-2.html,0,0.0,0.0,0.33,8060000,"[37,46,52,46,52,46,68,68,100,52,68,52]",2023-09-07,"Image pack, Reviews, Featured snippet, Image, People also ask, Related searches",informational,Organic
acetyl l carnitine vs l carnitine,33,33,1000,22,1.36,https://example.com/info/difference-between-l-carnitine-and-acetyl-l-carnitine.html,0,0.0,0.0,0.33,8060000,"[37,46,52,46,52,46,68,68,100,52,68,52]",2023-09-07,"Image pack, Reviews, Featured snippet, Image, People also ask, Related searches",informational,Organic
durolane injection,49,0,4400,24,2.26,https://example.com/info/durolane-injection-side-effects.html,0,0.0,0.0,0.18,86500,"[81,66,81,81,66,81,81,100,81,81,81,81]",2023-09-09,"Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
candy hearts grapes,73,73,1300,20,2.08,https://example.com/blog/candy-hearts-grapes-calories-heart-health/,0,0.0,0.0,0.28,7900000,"[43,29,36,3,4,22,10,20,100,29,13,5]",2023-09-09,"Knowledge panel, Reviews, Image, People also ask, Related searches",informational,Organic
black swallowtail caterpillar stages,44,44,1300,24,1.32,https://example.com/info/healthy-black-swallowtail-chrysalis.html,0,0.0,0.0,0.0,137000,"[80,66,24,8,3,1,0,7,10,36,100,100]",2023-09-07,"Image pack, Video, Image, People also ask, FAQ, Related searches",informational,Organic
himalayan tonic for erectile dysfunction,92,92,1000,28,1.56,https://example.com/blog/tibetan-tonic-for-erectile-dysfunction/,0,0.0,0.0,1.0,95,"[68,0,84,68,100,0,84,100,46,68,31,16]",2023-09-04,"Sitelinks, Indented",informational,Organic
16 panel drug test,50,50,1000,19,1.1,https://example.com/blog/16-panel-drug-test-nyc-nao-medical/,0,0.0,0.0,0.45,283000000,"[76,76,76,55,55,67,67,76,67,76,100,76]",2023-09-08,"Ads bottom, People also ask","commercial, informational",Organic
does astigmatism get worse,28,28,1000,23,1.26,https://example.com/blog/astigmatism-getting-worse-nao-medical/,0,0.0,0.0,0.01,1400000,"[67,67,76,76,76,100,76,100,76,76,76,76]",2023-09-03,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
new celsius flavors,42,42,1000,29,1.39,https://example.com/celsius-energy-drink-flavors-guide/,0,0.0,0.0,1.0,14000000,"[10,8,10,8,13,79,79,54,66,66,66,100]",2023-09-06,"Image pack, Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Twitter carousel, Related searches",informational,Organic
popular antacid brands,65,65,1600,28,1.47,https://example.com/blog/understanding-antacid-shortages/,0,0.0,0.0,0.25,2680000,"[81,5,5,35,12,5,5,4,54,1,1,0]",2023-09-08,"Image pack, Reviews, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
raw creatine,99,99,1000,11,1.11,https://example.com/info/benefits-of-creatine-raw-nutrition.html,0,0.0,0.0,1.0,8260000,"[81,55,55,62,62,81,81,81,62,62,55,45]",2023-09-07,"Knowledge panel, Reviews, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
naltrexone over the counter,57,57,1000,28,3.13,https://example.com/info/can-you-get-naltrexone-over-the-counter.html,0,0.0,0.0,0.37,1770000,"[30,13,20,13,30,65,44,34,34,34,34,30]",2023-09-03,"Image pack, Sitelinks, Reviews, Featured snippet, Image, People also ask, Indented, Related searches","commercial, informational",Organic
phormula 1 protein,71,71,1600,2,10.07,https://example.com/info/benefits-phormula-1-whey-protein-muscle-building-recovery.html,0,0.0,0.0,1.0,37000,"[79,66,54,54,30,100,66,79,54,54,54,54]",2023-09-03,"Reviews, Image, Shopping ads, People also ask, Indented, Related searches","commercial, informational",Organic
luna bars,63,56,9900,26,12.7,https://example.com/info/are-luna-bars-healthy.html,0,0.0,0.0,1.0,29200000,"[81,81,54,54,54,81,54,66,66,44,36,54]",2023-09-09,"Knowledge panel, Sitelinks, Reviews, Video, Image, Shopping ads, People also ask, Indented, Popular products, Related searches","informational, transactional",Organic
120 life,70,70,1300,29,1.4,https://example.com/blog/lower-blood-pressure-naturally-nao-medical-120-life-blood-pressure-program/,0,0.0,0.0,0.98,1790000000,"[24,27,20,16,16,27,27,100,44,36,52,66]",2023-09-07,"Knowledge panel, Reviews, Image, Ads bottom, Shopping ads, Video Carousel, People also ask, FAQ, Related searches","informational, transactional",Organic
anti smith antibody,37,37,1600,24,1.93,https://example.com/info/understanding-anti-smith-antibody-causes-symptoms-treatment.html,0,0.0,0.0,0.01,132000000,"[79,54,66,54,54,54,66,79,100,100,66,54]",2023-09-05,"Image pack, Video, Image, People also ask, Indented, Related searches, See results about",informational,Organic
turkey burger calories,67,0,2900,29,1.11,https://example.com/health/calories-in-half-pound-hamburger-guide/?amp=1,0,0.0,0.0,0.02,31100000,"[81,43,43,36,29,81,81,81,81,65,65,81]",2023-09-09,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Recipes, Related searches",informational,Organic
flea eggs on bed sheets,29,29,1300,25,2.41,https://example.com/info/flea-poop-on-bed-causes-prevention-treatment.html,0,0.0,0.0,0.0,7250000,"[3,5,4,13,5,35,18,4,10,44,66,100]",2023-09-08,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches","commercial, informational",Organic
what is liposomal,59,59,1600,20,1.37,https://example.com/info/what-does-liposomal-mean-in-vitamins.html,0,0.0,0.0,0.65,25500000,"[34,34,34,55,44,100,65,82,65,65,55,55]",2023-09-05,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
whole 30 mayo,92,92,1300,29,1.02,https://example.com/info/benefits-of-whole30-chosen-foods-avocado-oil-mayo.html,0,0.0,0.0,0.99,274000000,"[15,15,13,8,10,43,19,19,19,15,13,15]",2023-09-08,"Sitelinks, Reviews, Image, People also ask, Recipes, Related searches",informational,Organic
itchy teeth,38,38,1000,26,1.36,https://example.com/blog/itchy-teeth-covid-nao-medical/,0,0.0,0.0,0.01,16700000,"[67,67,100,100,76,45,76,45,100,76,67,67]",2023-09-03,"Sitelinks, Video, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
cavity in between teeth,39,39,1300,25,2.24,https://example.com/info/in-between-teeth-cavity-causes-symptoms-treatment.html,0,0.0,0.0,0.01,99600000,"[19,19,19,19,19,24,28,19,19,19,19,24]",2023-09-05,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
eye lesions,68,68,1900,25,1.02,https://example.com/blog/ocular-lesions-causes-symptoms-treatment-nao-medical/,0,0.0,0.0,0.01,108000000,"[100,82,82,82,65,20,44,100,34,34,44,65]",2023-09-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
vaginal lightening,86,86,1600,19,1.11,https://example.com/info/how-to-lighten-your-vag-tips-and-tricks.html,0,0.0,0.0,1.0,2020000,"[20,54,54,54,79,79,79,100,79,66,79,79]",2023-09-04,"Sitelinks, Reviews, Ads bottom, People also ask, FAQ, Related searches","commercial, informational",Organic
centromere b antibody,28,28,1000,24,1.82,https://example.com/info/anti-centromere-b-antibody-causes-symptoms-treatment.html,0,0.0,0.0,0.01,984000,"[62,62,62,62,55,62,62,100,81,81,81,81]",2023-09-08,"Image pack, Sitelinks, People also ask, Related searches","commercial, informational",Organic
bed restraints,77,0,2900,27,1.04,https://example.com/info/bed-restraints-for-elderly-safety-measures-and-alternatives.html,0,0.0,0.0,0.69,17600000,"[66,53,66,44,53,53,35,53,53,53,29,44]",2023-09-09,,informational,Organic
ketamine withdrawal,42,41,1000,14,2.8,https://example.com/info/ketamine-withdrawal-symptoms-treatment-support.html,0,0.0,0.0,0.13,269000000,"[76,67,76,76,76,76,76,76,67,100,76,67]",2023-09-10,,informational,Organic
orbital piercing,65,0,18100,24,1.6,https://example.com/blog/heart-orbital-piercing-nao-medical/,0,0.0,0.0,0.43,3680000,"[54,54,81,66,100,81,66,66,44,54,44,44]",2023-09-09,"Knowledge panel, Reviews, Image, People also ask, Related searches",informational,Organic
sermorelin benefits,31,0,1300,29,1.64,https://example.com/info/benefits-semaglutide-sermorelin-improved-health-wellness-3.html,0,0.0,0.0,0.01,242000,"[81,62,100,100,62,81,81,81,62,62,100,100]",2023-09-10,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
creatine gummies,68,91,8100,15,1.08,https://example.com/info/swoly-creatine-gummies-boost-workout-performance.html,0,0.0,0.0,1.0,4310000,"[54,44,24,24,29,81,44,44,44,44,66,100]",2023-09-09,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, Shopping ads, Video Carousel, People also ask, FAQ, Popular products, Related searches","informational, transactional",Organic
seaweed hair,45,45,1000,25,1.04,https://example.com/info/seaweed-hair-loss-causes-treatments-prevention.html,0,0.0,0.0,0.26,29300000,"[100,8,8,7,7,5,4,5,18,29,24,16]",2023-09-05,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
potassium aspartate,31,31,1000,18,1.01,https://example.com/info/potassium-aspartate-benefits-dosage-side-effects.html,0,0.0,0.0,0.47,12400000,"[41,30,30,24,24,36,41,54,54,54,66,100]",2023-09-07,"Sitelinks, Reviews, Image, People also ask, Related searches","commercial, informational",Organic
jevity 1.5 nutrition,47,47,1900,27,3.25,https://example.com/info/calories-in-jevity-1-5-guide.html,0,0.0,0.0,0.96,69700,"[79,79,100,100,79,100,100,100,79,79,79,79]",2023-09-06,"Knowledge panel, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
what degree do you need to give botox injections,59,59,1300,24,1.67,https://example.com/info/what-degree-do-you-need-to-administer-botox.html,0,0.0,0.0,0.09,892000,"[52,52,52,52,52,68,68,84,68,84,68,68]",2023-09-04,"Reviews, Video, Featured snippet, People also ask, FAQ, Related searches",informational,Organic
the better bagel,50,51,8100,16,3.16,https://example.com/info/the-better-bagel-nutrition-facts.html,0,0.0,0.0,1.0,39400000,"[36,24,24,24,29,66,44,36,29,44,100,81]",2023-09-09,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Recipes, Indented, Related searches","informational, transactional",Organic
calcium in chicken,93,93,1000,28,1.41,https://example.com/info/symptoms-of-calcium-deficiency-in-chickens.html,0,0.0,0.0,1.0,369000000,"[100,55,62,45,30,16,20,81,100,100,20,100]",2023-09-03,"Instant answer, Knowledge panel, Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
